PRT_ID,AREA,LATITUDE,LONGITUDE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,REG_FEE,COMMIS,SALES_PRICE,INT_SQFT,
P04311,Adyar,13.0011774,80.2564957,20,1,1,2,AbNormal,No,Commercial,AllPub,Paved,I,4.5,2.3,2.3,2.96,280244,113849,8757635,656,
P08974,Chrompet,12.951611,80.1461663,84,1,1,2,AbNormal,No,Others,ELO,Gravel,RM,3.1,4.3,2.5,3.4,218816,100992,8415990,727,
P04824,Adyar,13.0011774,80.2564957,37,1,1,3,Family,Yes,Others,ELO,Paved,RM,2,3.6,4,3.32,367617,19871,9935595,931,
P09337,Velachery,12.9754605,80.2207047,108,3,2,5,AdjLand,Yes,Commercial,ELO,No Access,RM,3.9,2.7,4.4,3.51,581625,332357,16617860,1898,
P08903,Anna Nagar,13.0849557,80.2101342,15,1,1,4,Family,No,House,NoSeWa,Gravel,RM,5,4.9,3.1,4.215,359949,198593,12412050,1698,
P08975,T Nagar,13.0417591,80.2340761,193,2,1,5,AdjLand,Yes,Commercial,NoSewr ,No Access,RM,4.2,4.9,3.1,3.88,633655,203675,22630540,1926,
P03906,Karapakkam,12.9190519,80.2300343,144,2,2,4,Partial,Yes,Commercial,AllPub,Paved,A,3.7,4.9,2.3,3.5,485174,178227,9901500,1481,
P08737,Anna Nagar,13.0849557,80.2101342,122,1,1,4,Family,No,House,ELO,No Access,RM,3.9,3.4,2.1,3.055,417996,177648,10449910,1506,
P00163,Chrompet,12.951611,80.1461663,95,1,1,3,Family,No,House,NoSeWa,No Access,RM,4.2,2.4,4.1,3.45,206664,31794,7948600,1020,
P07499,Chrompet,12.951611,80.1461663,196,1,1,3,AbNormal,No,Others,ELO,Gravel,RM,5,2.4,2,3.06,300256,136480,9098680,889,
P01939,Chrompet,12.951611,80.1461663,147,1,1,3,Family,Yes,House,AllPub,Paved,RH,3.9,4.4,2,3.53,275314,66743,8342850,1015,
P03550,T Nagar,13.0417591,80.2340761,78,1,1,4,AbNormal,No,Commercial,AllPub,Gravel,RH,3.7,3,3.5,3.435,690507,111974,18662350,1682,
P00920,Chrompet,12.951611,80.1461663,39,1,1,3,Family,No,Others,NoSewr ,No Access,RM,4.3,4.8,3.3,4.2,220661,138935,8172630,869,
P01500,Karapakkam,12.9190519,80.2300343,20,2,2,4,Family,No,House,NoSeWa,No Access,I,4.9,2.9,2.5,3.34,216691,87848,5856500,1445,
P00340,Anna Nagar,13.0849557,80.2101342,178,2,1,5,Partial,Yes,House,NoSeWa,Gravel,RM,2.4,5,3.3,3.41,544054,117633,14704160,1919,
P02832,Adyar,13.0011774,80.2564957,141,2,2,4,Normal Sale,Yes,Commercial,NoSeWa,Paved,C,3.9,4.3,2.2,3.13,440895,26721,13360440,1243,
P04417,Karapakkam,12.9190519,80.2300343,158,1,1,2,Normal Sale,No,House,ELO,Paved,I,3.6,2.4,3.4,3.16,236556,59139,4928250,857,
P05246,Karapakkam,12.9190519,80.2300343,174,1,1,3,AdjLand,Yes,Others,NoSeWa,Gravel,I,3.7,2.3,4.8,3.72,226769,117042,7315125,1055,
P02863,KK Nagar,13.0410013,80.1993919,94,3,2,5,Family,No,Others,NoSewr ,Gravel,RL,3.1,3.9,4.4,3.86,340948,153976,10998320,1778,
P03006,Karapakkam,12.9190519,80.2300343,124,1,1,2,AdjLand,No,Others,ELO,Paved,A,3.8,4.8,2.6,3.62,181073,39364,3936375,851,
P08264,Chrompet,12.951611,80.1461663,82,1,1,3,Partial,Yes,Others,NoSewr ,No Access,RL,2,2.5,4.6,2.98,276053,147228,9201770,1021,
P04420,KK Nagar,13.0410013,80.1993919,76,3,2,5,AbNormal,Yes,Commercial,NoSewr ,Paved,RL,2.9,2,4,3.07,572520,339934,17891240,2203,
P04928,Karapakkam,12.9190519,80.2300343,81,1,1,2,Family,No,Commercial,NoSewr ,No Access,I,4.6,4.3,2.3,3.59,195491,66879,5144500,613,
P08752,Adyar,13.0011774,80.2564957,69,1,1,2,Partial,No,Commercial,NoSewr ,No Access,I,2.4,4.7,5,4.033333333,324194,8313,8312670,738,
P03833,Karapakkam,12.9190519,80.2300343,177,2,2,4,AdjLand,No,House,ELO,Gravel,RH,4.4,3.2,4,3.88,384348,200181,8007250,1489,
P06156,Karapakkam,12.9190519,80.2300343,73,1,1,2,AbNormal,Yes,House,NoSewr ,Gravel,RM,3.4,2.6,4.9,3.76,254378,127189,8479250,795,
P01763,Velachery,12.9754605,80.2207047,11,3,2,5,Family,Yes,Others,AllPub,Gravel,A,4.6,4.1,5,4.5,303875,212712,10129160,1909,
P02399,Chrompet,12.951611,80.1461663,190,2,1,4,Family,No,House,AllPub,No Access,RM,3.6,4.9,4.6,4.42,265502,47411,9482200,1252,
P03260,Karapakkam,12.9190519,80.2300343,144,1,1,3,AbNormal,No,Commercial,ELO,Paved,RM,3.3,4.9,4.2,4.14,305249,246169,9846750,1077,
P08138,KK Nagar,13.0410013,80.1993919,73,2,1,4,Normal Sale,No,Others,NoSewr ,Paved,RH,3.6,2.7,2.8,3.01,303654,208220,8675820,1524,
P07941,Chrompet,12.951611,80.1461663,36,1,1,3,Partial,Yes,House,ELO,Gravel,RM,4.2,4.9,3.4,4.24,328398,133412,10262450,1049,
P08181,Velachery,12.9754605,80.2207047,194,2,1,4,AbNormal,No,Others,AllPub,Gravel,C,4.7,2,2.9,2.95,329500,130066,8671050,1780,
P07510,Chrompet,12.951611,80.1461663,14,1,1,3,AdjLand,No,Commercial,ELO,No Access,RL,3.8,3.1,4.5,3.73,368463,111656,11165550,946,
P07420,Chrompet,12.951611,80.1461663,116,1,1,3,Partial,Yes,House,NoSewr ,Gravel,RM,3.2,4.6,3.2,3.76,302874,28394,9464800,906,
P04010,KK Nagar,13.0410013,80.1993919,71,4,2,6,AbNormal,No,Commercial,NoSeWa,Gravel,RM,4.9,3.2,4.4,4.19,622046,471247,18849880,2344,
P06446,Adyar,13.0011774,80.2564957,76,1,1,3,AdjLand,Yes,Others,NoSeWa,Paved,RH,2.4,2.3,2.7,2.53,341295,75843,9480425,929,
P06517,Anna Nagar,13.0849557,80.2101342,158,2,1,5,AdjLand,No,House,ELO,No Access,RL,3.9,3.4,3.3,3.535,318884,147177,12264750,1843,
P06871,Anna Nagar,13.0849557,80.2101342,187,2,1,5,Partial,Yes,Commercial,AllPub,Gravel,RL,3.2,2.5,2.3,2.665,809377,218751,21875050,1918,
P07432,KK Nagar,13.0410013,80.1993919,54,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RH,3.2,4.8,3,3.6,636313,243694,13538580,1507,
P03326,KK Nagar,13.0410013,80.1993919,89,2,1,4,Family,No,House,AllPub,Gravel,RH,2.5,3,4.6,3.49,372805,186403,8876320,1499,
P01979,KK Nagar,13.0410013,80.1993919,64,2,1,4,Normal Sale,Yes,Commercial,AllPub,Paved,RH,4.1,3.8,4.5,4.17,518512,327481,13645040,1526,
P07185,Anna Nagar,13.0849557,80.2101342,82,2,1,5,AbNormal,Yes,Commercial,NoSewr ,Paved,RH,3.3,2.1,4.8,3.6,839848,188966,20996200,1855,
P03108,Karapakkam,12.9190519,80.2300343,39,2,2,4,Normal Sale,Yes,Others,ELO,Paved,RH,4.1,4.6,2.5,3.61,308418,99782,9071125,1627,
P05849,Velachery,12.9754605,80.2207047,28,3,2,5,AbNormal,No,House,AllPub,Gravel,RM,3.6,3.9,2,3.26,378554,129790,10815830,1846,
P04250,KK Nagar,13.0410013,80.1993919,65,3,2,5,AbNormal,Yes,Others,NoSewr ,Paved,RM,3.8,3.1,3.2,3.35,601718,230445,12802500,2019,
P03292,Karapakkam,12.9190519,80.2300343,153,2,2,4,Normal Sale,Yes,Others,AllPub,Gravel,I,4.3,4.6,3.4,4.1,295508,238313,9532500,1578,
P08027,Velachery,12.9754605,80.2207047,115,2,1,4,Family,Yes,Commercial,NoSeWa,No Access,C,2.8,4.6,2.5,3.52,453788,173507,13346700,1780,
P03347,Karapakkam,12.9190519,80.2300343,148,1,1,2,Partial,No,Commercial,NoSeWa,No Access,C,4.7,3.3,2.5,3.4,143765,65348,4356500,662,
P05714,Chrompet,12.951611,80.1461663,17,1,1,3,Family,No,Commercial,NoSewr ,Gravel,RL,2.2,2.8,4.9,3.25,355456,183857,12257100,1005,
P04299,Karapakkam,12.9190519,80.2300343,102,1,1,2,Partial,No,House,NoSeWa,Paved,C,4.6,4.6,2.3,3.68,192724,49206,4100500,839,
P07890,Anna Nagar,13.0849557,80.2101342,76,1,1,4,Partial,No,House,AllPub,No Access,RM,4.7,4.4,4.3,4.465,403460,80692,11527430,1698,
P08044,Adyar,13.0011774,80.2564957,16,1,1,3,Partial,Yes,House,NoSewr ,Paved,A,5,3.3,5,4.66,225847,6453,6452785,878,
P07866,Chrompet,12.951611,80.1461663,77,1,1,3,Partial,Yes,House,ELO,Paved,RM,3.8,4.5,3,3.84,227738,33739,8434750,835,
P03262,Chrompet,12.951611,80.1461663,84,1,1,3,Partial,Yes,Others,ELO,No Access,RH,3.8,3.8,2,3.26,245118,37139,7427820,911,
P09528,Velachery,12.9754605,80.2207047,176,2,1,4,AdjLand,Yes,House,ELO,No Access,RH,4.8,2.1,3.8,3.29,318687,118370,9105350,1796,
P06089,Karapakkam,12.9190519,80.2300343,182,1,1,3,AdjLand,No,Others,ELO,No Access,C,4.9,3.3,3.1,3.7,193582,75544,4721500,1004,
P05826,Anna Nagar,13.0849557,80.2101342,86,1,1,4,Normal Sale,No,Others,NoSeWa,Paved,RL,2.6,2.5,2.4,2.495,377250,213775,12575010,1694,
P02984,Karapakkam,12.9190519,80.2300343,50,1,1,3,AbNormal,Yes,Others,AllPub,Gravel,I,2.5,2.1,2.6,2.42,246535,143150,7952750,1244,
P05451,Karapakkam,12.9190519,80.2300343,163,1,1,2,Partial,No,Others,AllPub,Paved,RL,4.9,4.2,3.5,4.13,228220,57055,5705500,588,
P03403,KK Nagar,13.0410013,80.1993919,69,4,2,6,AdjLand,Yes,House,NoSewr ,Paved,RL,4.1,3.8,2.6,3.41,567545,180582,12898740,2342,
P08753,Velachery,12.9754605,80.2207047,88,3,2,5,Normal Sale,No,Others,AllPub,Paved,RL,4.7,2.6,2.1,2.98,418181,182284,10722580,1835,
P08480,Anna Nagar,13.0849557,80.2101342,84,2,1,5,Partial,Yes,House,AllPub,Gravel,RL,4.6,4.8,3.9,4.37,423089,211544,14102960,1977,
P03822,KK Nagar,13.0410013,80.1993919,104,3,2,5,AbNormal,Yes,Commercial,NoSeWa,Gravel,RM,2,2.6,3.2,2.66,792581,387484,17612900,1961,
P09994,Velachery,12.9754605,80.2207047,82,2,1,4,Normal Sale,Yes,House,NoSewr ,No Access,A,3.2,3.5,3.8,3.52,257288,85763,7146890,1517,
P06686,KK Nagar,13.0410013,80.1993919,103,4,2,6,Partial,Yes,Others,NoSeWa,Gravel,RL,4.3,4,2,3.29,606442,242577,13476480,2409,
P09839,Velachery,12.9754605,80.2207047,187,3,2,5,Partial,No,Commercial,ELO,Gravel,RH,3.2,4.6,2.8,3.71,528520,181207,15100560,1864,
P07907,Velachery,12.9754605,80.2207047,52,2,1,4,Family,Yes,Commercial,AllPub,Paved,RM,4.8,3.6,2.4,3.54,577164,249584,15599020,1643,
P01575,Adyar,13.0011774,80.2564957,76,1,1,3,Family,Yes,Commercial,NoSewr ,No Access,C,4.6,2.2,2.3,2.97,370412,112246,11224620,1015,
P05854,Anna Nagar,13.0849557,80.2101342,135,1,1,4,Normal Sale,Yes,Others,NoSewr ,No Access,RH,4.3,2.7,2.4,3.14,424219,174679,12477040,1700,
P05279,Karapakkam,12.9190519,80.2300343,34,1,1,2,Family,No,Commercial,ELO,No Access,C,4.4,3.4,3,3.54,202228,92321,4396250,624,
P08056,Chrompet,12.951611,80.1461663,84,1,1,3,Normal Sale,No,Commercial,NoSewr ,Paved,RL,3,3.8,4.6,3.8,380824,130908,11900750,980,
P05180,Karapakkam,12.9190519,80.2300343,196,1,1,3,AbNormal,Yes,Commercial,NoSeWa,Gravel,RH,2.5,4.3,4.4,3.8,373330,161440,10090000,1003,
P06772,Adyar,13.0011774,80.2564957,66,1,1,3,Family,Yes,House,NoSeWa,No Access,A,2.3,2.3,2.3,2.3,264308,33038,6607690,1072,
P05622,Karapakkam,12.9190519,80.2300343,119,1,1,2,AdjLand,No,House,NoSeWa,Gravel,C,3.1,2.4,3,2.85,161577,90293,4752250,808,
P03766,Chrompet,12.951611,80.1461663,131,1,1,3,Normal Sale,No,House,ELO,Paved,RH,2.8,3.7,3.3,3.31,215799,44648,7441350,1027,
P05493,Karapakkam,12.9190519,80.2300343,84,1,1,2,Normal Sale,No,House,NoSeWa,Gravel,RL,3.5,2.1,3.6,3.12,212561,77295,6441250,696,
P05498,Velachery,12.9754605,80.2207047,86,2,1,4,Family,Yes,House,ELO,Paved,RL,2.1,3.3,2.2,2.67,414394,155398,10359860,1716,
P03329,Velachery,12.9754605,80.2207047,18,3,2,5,Family,No,Commercial,AllPub,Paved,C,5,2.6,4.8,3.86,573149,257917,14328720,1878,
P02091,KK Nagar,13.0410013,80.1993919,98,2,1,4,Normal Sale,Yes,Others,NoSeWa,Gravel,RL,4.3,2.9,2.4,3.12,457764,125885,11444100,1699,
P01651,KK Nagar,13.0410013,80.1993919,188,2,1,4,AbNormal,No,House,AllPub,Paved,RM,2.9,3.6,2.7,3.03,348490,135524,9680280,1626,
P07585,KK Nagar,13.0410013,80.1993919,200,2,1,4,Normal Sale,No,Commercial,NoSewr ,Gravel,RL,2.1,3.5,3.5,3.08,589574,235830,14739360,1730,
P09195,Chrompet,12.951611,80.1461663,78,1,1,3,Family,No,Others,ELO,Gravel,RL,4.1,4.9,2.6,3.97,295007,151974,8939620,996,
P00166,Chrompet,12.951611,80.1461663,111,2,1,4,AdjLand,Yes,Commercial,AllPub,No Access,RM,4,3.8,3.4,3.74,518443,47131,15710400,1277,
P00927,Chrompet,12.951611,80.1461663,64,1,1,3,Normal Sale,No,Commercial,NoSeWa,Paved,RH,3.2,2.3,2.9,2.75,327251,30680,10226600,906,
P01999,Anna Nagar,13.0849557,80.2101342,112,2,1,5,Partial,No,House,NoSeWa,Paved,RL,5,2.9,2.2,3.355,369002,110700,12300050,1976,
P04891,Velachery,12.9754605,80.2207047,120,2,1,4,Normal Sale,Yes,House,NoSeWa,Paved,RH,4.9,2.4,3.4,3.566666667,319653,89903,9989170,1776,
P03800,Karapakkam,12.9190519,80.2300343,112,2,2,4,Normal Sale,No,House,NoSeWa,Gravel,I,3.7,3.6,5,4.19,257761,111464,6966500,1402,
P07958,Chrompet,12.951611,80.1461663,138,1,1,3,AdjLand,Yes,Others,AllPub,No Access,RH,4.4,3.4,2.7,3.49,255525,104103,9463900,1160,
P09676,Velachery,12.9754605,80.2207047,134,3,2,5,Normal Sale,Yes,Commercial,ELO,No Access,I,4.6,3.7,3.1,3.75,547180,243191,15199450,1957,
P01737,T Nagar,13.0417591,80.2340761,48,2,1,5,AdjLand,No,Commercial,NoSewr ,No Access,RL,2.3,2.4,3.3,2.775,573985,348491,20499450,1887,
P07362,Velachery,12.9754605,80.2207047,142,3,2,5,Normal Sale,Yes,House,ELO,Paved,RH,4.6,4.9,4.4,4.68,297756,138953,9925210,1859,
P09402,Chrompet,12.951611,80.1461663,168,1,1,2,Family,Yes,Commercial,AllPub,No Access,RM,4.9,2.7,2.7,3.36,336707,157130,11223550,747,
P06908,Adyar,13.0011774,80.2564957,159,1,1,3,Partial,Yes,House,NoSeWa,Paved,C,3.6,2.7,2.1,2.67,265662,44277,7379505,985,
P01178,Chrompet,12.951611,80.1461663,77,1,1,3,Normal Sale,Yes,Commercial,AllPub,No Access,RH,3.4,3.3,2.7,3.15,302285,108823,12091400,1024,
P05817,Velachery,12.9754605,80.2207047,148,2,1,4,Family,Yes,Others,ELO,Paved,RL,2.9,3.5,4.9,3.77,315906,94772,10530200,1600,
P00699,Chrompet,12.951611,80.1461663,141,2,1,4,Normal Sale,No,Others,NoSeWa,Paved,RL,3.8,2.3,3.8,3.2,316936,163270,9604120,1276,
P04841,Chrompet,12.951611,80.1461663,90,1,1,3,Family,Yes,House,ELO,Gravel,RH,4.3,3.3,2.6,3.39,253758,108754,9062800,1159,
P01647,Karapakkam,12.9190519,80.2300343,142,1,1,3,AbNormal,Yes,House,NoSeWa,No Access,C,3.4,3.1,4.9,3.91,166198,94970,4748500,1024,
P04590,Adyar,13.0011774,80.2564957,93,2,2,4,AdjLand,No,Commercial,NoSewr ,Paved,A,3.9,2.2,4.8,3.633333333,417195,176992,12642285,1249,
P03908,Chrompet,12.951611,80.1461663,175,1,1,3,Normal Sale,Yes,Others,AllPub,Gravel,RH,2.5,4.4,3.2,3.47,255008,72859,9107430,839,
P08794,Chrompet,12.951611,80.1461663,105,2,1,4,AbNormal,No,House,AllPub,No Access,RM,2.2,2.2,4.9,3.01,292906,118993,9153300,1286,
P02451,KK Nagar,13.0410013,80.1993919,69,4,2,6,AdjLand,No,House,AllPub,Gravel,RL,3,3.6,2.4,2.94,581942,139160,12650920,2467,
P04850,Karapakkam,12.9190519,80.2300343,121,1,1,2,AdjLand,No,Commercial,ELO,No Access,RM,2.5,3.1,5,3.68,297775,160340,7635250,653,
P05660,Karapakkam,12.9190519,80.2300343,4,1,1,2,Family,Yes,Others,NoSeWa,Gravel,RM,2.6,3,3.9,3.24,353430,117810,7854000,606,
P09187,T Nagar,13.0417591,80.2340761,81,2,1,5,AdjLand,Yes,House,ELO,No Access,RL,4.3,4.1,4.8,4.475,488298,105578,13197230,1837,
P02390,Velachery,12.9754605,80.2207047,95,3,2,5,Family,Yes,Commercial,NoSeWa,No Access,C,3.7,3.2,4.2,3.63,437429,109357,13669670,1880,
P03404,KK Nagar,13.0410013,80.1993919,1,3,2,5,AdjLand,Yes,Commercial,AllPub,Gravel,RH,2.3,4.7,4.5,3.9,547496,456247,18249860,2189,
P09067,Velachery,12.9754605,80.2207047,123,3,2,5,AdjLand,Yes,Commercial,NoSewr ,Paved,C,2.4,4.3,4.5,3.89,588293,279439,14707330,1853,
P00330,Chrompet,12.951611,80.1461663,200,1,1,3,Normal Sale,No,Others,AllPub,Paved,RL,4.3,3.2,2.6,3.35,228621,27435,9144840,1057,
P09285,Adyar,13.0011774,80.2564957,49,1,1,2,Family,No,Commercial,ELO,Gravel,RM,3.6,3.7,3.7,3.67,329098,142609,10969920,723,
P05669,T Nagar,13.0417591,80.2340761,100,2,1,5,Family,No,Others,ELO,No Access,RL,2.8,2.6,4.2,3.38,440951,232724,12248640,1812,
P07880,T Nagar,13.0417591,80.2340761,145,1,1,4,AdjLand,Yes,Others,ELO,No Access,RL,4.6,3,5,4.38,426755,156477,14225180,1788,
P09906,Velachery,12.9754605,80.2207047,31,2,1,4,AbNormal,No,House,ELO,Paved,I,4.5,4.5,4.8,4.59,288694,128308,8019280,1615,
P00487,Anna Nagar,13.0849557,80.2101342,85,1,1,4,AdjLand,No,House,NoSewr ,No Access,RL,3.8,4.5,2.1,3.295,308078,182565,11410310,1755,
P08117,Adyar,13.0011774,80.2564957,25,2,2,4,Family,No,House,AllPub,No Access,RM,3.5,4.4,4.8,4.33,338320,49753,9950600,1296,
P04991,KK Nagar,13.0410013,80.1993919,18,2,1,4,AbNormal,Yes,House,NoSeWa,Paved,RL,2.7,2.5,3.8,3.08,479055,229547,9980320,1554,
P00214,Anna Nagar,13.0849557,80.2101342,71,1,1,4,AdjLand,Yes,House,AllPub,Gravel,RL,4.4,3.6,4.2,4.12,385905,214392,14292780,1737,
P06313,Karapakkam,12.9190519,80.2300343,116,1,1,2,Family,Yes,Others,AllPub,No Access,I,4,2.9,3,3.27,207104,86293,5752875,785,
P03528,Karapakkam,12.9190519,80.2300343,70,2,2,4,Partial,Yes,Commercial,NoSeWa,Gravel,C,3.3,2.9,4.9,3.82,475330,202015,11883250,1678,
P03457,KK Nagar,13.0410013,80.1993919,171,4,2,6,Normal Sale,Yes,Commercial,NoSewr ,Paved,RM,2,3.9,4.6,3.61,693566,495405,19816180,2360,
P04638,KK Nagar,13.0410013,80.1993919,2,2,1,4,Family,Yes,Others,NoSewr ,Paved,RH,4.8,4,3.1,3.88,394575,131525,9394640,1464,
P03587,KK Nagar,13.0410013,80.1993919,156,2,1,4,Partial,Yes,Others,AllPub,Gravel,RH,2.7,4.5,2.9,3.366666667,514815,262661,10506420,1632,
P09583,Velachery,12.9754605,80.2207047,103,2,1,4,AbNormal,Yes,Others,ELO,No Access,C,2.6,3.9,4,3.61,332987,61340,8762820,1755,
P06391,Velachery,12.9754605,80.2207047,105,2,1,4,Partial,No,Others,NoSeWa,Paved,RL,4.6,2.4,4.4,3.55,289791,130873,9348100,1556,
P02470,Adyar,13.0011774,80.2564957,120,1,1,3,AdjLand,No,House,NoSeWa,Gravel,RH,3,3.3,4,3.56,337985,18269,9134740,1170,
P09557,Adyar,13.0011774,80.2564957,106,1,1,3,Partial,No,Others,AllPub,Gravel,I,4.6,4.8,4.6,4.64,267514,84076,7643255,901,
P06262,Karapakkam,12.9190519,80.2300343,184,1,1,3,Partial,Yes,Commercial,NoSeWa,Gravel,A,4,4.9,2.9,3.83,426540,222156,8886250,1160,
P05477,Karapakkam,12.9190519,80.2300343,170,2,2,4,Family,Yes,House,NoSewr ,No Access,A,3,5,3,3.6,243466,128140,6407000,1570,
P02309,Karapakkam,12.9190519,80.2300343,167,2,2,4,AbNormal,No,Commercial,NoSewr ,Paved,RL,4.4,3.4,4.4,4.1,576800,126896,11536000,1476,
P01548,Karapakkam,12.9190519,80.2300343,190,1,1,2,Family,Yes,Others,ELO,Paved,I,4.4,2.9,2.2,3.07,255984,85328,5333000,586,
P04821,Karapakkam,12.9190519,80.2300343,110,1,1,3,Normal Sale,Yes,House,AllPub,Paved,RL,3.9,3.7,4.9,4.24,306121,188382,7849250,1059,
P02713,T Nagar,13.0417591,80.2340761,1,1,1,4,AbNormal,Yes,House,NoSewr ,Gravel,RL,3.5,4.7,3.1,3.62,372538,262157,13797720,1712,
P08465,Adyar,13.0011774,80.2564957,7,1,1,3,Partial,No,Others,NoSeWa,Gravel,RH,2.6,2.1,2.7,2.55,284707,14985,7492300,847,
P02310,Karapakkam,12.9190519,80.2300343,152,1,1,3,Family,No,House,NoSewr ,No Access,I,4.5,4.5,3.6,4.14,235059,101503,5342250,1192,
P09665,Velachery,12.9754605,80.2207047,126,3,2,5,Partial,Yes,Commercial,AllPub,No Access,RL,4.1,3.4,2.7,3.37,583655,324253,16212650,1942,
P06287,Karapakkam,12.9190519,80.2300343,105,1,1,2,Family,Yes,Others,ELO,No Access,I,4.3,3,2.8,3.31,183695,94203,4710125,557,
P06698,Velachery,12.9754605,80.2207047,123,2,1,4,Normal Sale,Yes,Commercial,ELO,Gravel,I,4,2.6,2.8,3.01,461853,283071,14898480,1728,
P07369,Velachery,12.9754605,80.2207047,23,2,1,4,Family,Yes,Commercial,AllPub,Gravel,RM,3,3.4,4,3.48,511811,204725,17060380,1798,
P02245,Karapakkam,12.9190519,80.2300343,24,2,2,4,Partial,Yes,House,AllPub,Gravel,A,4.4,3.8,4.8,4.38,311929,76249,6931750,1497,
P06933,Chrompet,12.951611,80.1461663,27,1,1,3,Normal Sale,Yes,House,NoSeWa,No Access,RH,3.1,2.1,3.2,2.73,262285,24589,8196400,1173,
P01002,Anna Nagar,13.0849557,80.2101342,198,1,1,4,Partial,Yes,Commercial,NoSewr ,No Access,RH,3.7,3.4,4.5,3.945,495731,318684,17704670,1640,
P07261,KK Nagar,13.0410013,80.1993919,82,2,1,4,Partial,Yes,Others,NoSeWa,Paved,RL,2.2,4.9,3.1,3.37,377464,161770,10784680,1747,
P05720,Karapakkam,12.9190519,80.2300343,183,2,2,4,AbNormal,Yes,Commercial,ELO,No Access,I,4.8,2.9,2.2,3.19,287828,211074,9594250,1342,
P08626,T Nagar,13.0417591,80.2340761,31,2,1,5,AdjLand,No,House,NoSewr ,No Access,RM,4.1,3.9,2.4,3.285,435100,95178,13596890,2000,
P09661,Velachery,12.9754605,80.2207047,158,3,2,5,Family,No,Others,NoSeWa,Gravel,RH,3.7,3,2.9,3.15,423940,167345,11156320,1987,
P06041,Karapakkam,12.9190519,80.2300343,2,2,2,4,Family,No,Others,AllPub,Gravel,C,4.2,2.9,4.5,3.93,247228,193147,7725875,1567,
P03794,Karapakkam,12.9190519,80.2300343,187,1,1,3,Partial,No,Commercial,AllPub,No Access,RM,2.8,4.8,3.3,3.6,373141,186571,9819500,1188,
P04018,Adyar,13.0011774,80.2564957,12,1,1,2,Family,No,House,NoSewr ,No Access,A,2,2,3.5,2.75,123814,54169,3869180,737,
P04698,Karapakkam,12.9190519,80.2300343,63,1,1,2,AdjLand,Yes,Others,NoSeWa,Paved,C,2.1,5,2.1,2.97,251663,93642,5852625,785,
P02964,KK Nagar,13.0410013,80.1993919,13,3,2,5,AbNormal,No,House,NoSeWa,Paved,RH,2.3,2.8,4.6,3.233333333,475144,106665,9696820,2078,
P08876,Adyar,13.0011774,80.2564957,45,1,1,2,Family,Yes,Commercial,AllPub,No Access,RH,2,4.7,4,3.54,373407,76596,9574550,647,
P05953,Karapakkam,12.9190519,80.2300343,111,1,1,3,AdjLand,Yes,Others,AllPub,No Access,A,4,4.8,2.2,3.52,256310,134258,6102625,1171,
P07062,KK Nagar,13.0410013,80.1993919,124,4,2,6,Partial,Yes,Commercial,NoSewr ,Gravel,RM,2.6,4,4.1,3.62,850347,364434,20246360,2435,
P09683,Velachery,12.9754605,80.2207047,29,3,2,5,AdjLand,Yes,Commercial,AllPub,Paved,RL,2.6,4.7,5,4.27,643358,237027,16930470,1805,
P06128,Karapakkam,12.9190519,80.2300343,38,1,1,3,Normal Sale,No,House,AllPub,Gravel,A,4.2,5,3.8,4.28,264492,82654,5510250,1145,
P02257,Karapakkam,12.9190519,80.2300343,15,1,1,3,Normal Sale,No,House,AllPub,Paved,RL,2.4,2.6,2.1,2.34,287342,156732,6530500,971,
P06193,Karapakkam,12.9190519,80.2300343,78,2,2,4,AbNormal,Yes,Others,NoSeWa,Gravel,RL,3.6,2.5,3.8,3.35,507356,223237,10147125,1657,
P08685,Velachery,12.9754605,80.2207047,16,2,1,4,AdjLand,Yes,House,NoSewr ,No Access,RH,4.1,3.1,4.2,3.68,300883,116471,9705900,1638,
P05642,Adyar,13.0011774,80.2564957,141,2,2,4,Normal Sale,Yes,Commercial,ELO,Paved,RL,3.4,2.1,4.3,3.59,531547,225505,16107475,1284,
P02602,Adyar,13.0011774,80.2564957,66,2,2,4,AbNormal,No,Others,ELO,No Access,A,2.2,3.8,3.4,3.12,231002,96872,7451690,1273,
P00726,Chrompet,12.951611,80.1461663,188,1,1,3,Normal Sale,Yes,House,ELO,Gravel,RL,3.5,3.1,3,3.19,264238,111793,10163000,1185,
P06914,T Nagar,13.0417591,80.2340761,161,1,1,4,Family,Yes,Commercial,NoSewr ,Gravel,RL,4.1,3.5,3.8,3.815,678193,368162,19376950,1538,
P07558,KK Nagar,13.0410013,80.1993919,84,3,2,5,Normal Sale,No,Others,AllPub,Paved,RH,4.1,2.5,3.1,3.22,447655,81392,10173980,1929,
P03775,KK Nagar,13.0410013,80.1993919,30,2,1,4,AbNormal,Yes,House,NoSewr ,Paved,RM,4.1,3.7,4.1,3.98,392764,163652,10910100,1656,
P05465,Adyar,13.0011774,80.2564957,9,2,2,4,Family,Yes,Commercial,NoSeWa,Gravel,I,2.6,4.3,2.3,2.79,585531,135123,15013625,1287,
